수집시간,정산회차,타이밍,시간대,롱숏_롱,롱숏_숏,청산금액,청산_롱,청산_숏,청산비율,펀딩_바이낸스,펀딩_OKX,펀딩_바이비트,미결제_비중,미결제_BTC,미결제_USD,BTC_현재가,업비트_KRW,달러환율,김치프리미엄,테이커_매수비율,매수벽_1가격,매수벽_1BTC,매도벽_1가격,매도벽_1BTC
2026-05-23 09:00,2차(09:00),정산_기준,1시간,49.66%,50.34%,48.69M,47.64M,1.05M,97.85% 롱포지션,+0.002%,+0.002%,+0.004%,18.90%,10.55B,139.76K,"$75,529.53","113,279,000",1504.94,-0.296%,66.5%,"$75,500",144.6BTC,,,"$75,500",184.8BTC,,
2026-05-23 09:00,2차(09:00),정산_기준,4시간,50.16%,49.84%,73.19M,69.34M,3.85M,94.74% 롱포지션,+0.002%,+0.002%,+0.004%,18.90%,10.55B,139.76K,"$75,529.53","113,279,000",1504.94,-0.296%,66.5%,"$75,500",144.6BTC,,,"$75,500",184.8BTC,,
2026-05-23 09:00,2차(09:00),정산_기준,12시간,50.04%,49.96%,497.91M,470.75M,27.17M,94.54% 롱포지션,+0.002%,+0.002%,+0.004%,18.90%,10.55B,139.76K,"$75,529.53","113,279,000",1504.94,-0.296%,66.5%,"$75,500",144.6BTC,,,"$75,500",184.8BTC,,
2026-05-23 09:00,2차(09:00),정산_기준,24시간,50.01%,49.99%,548.09M,495.28M,52.81M,90.37% 롱포지션,+0.002%,+0.002%,+0.004%,18.90%,10.55B,139.76K,"$75,529.53","113,279,000",1504.94,-0.296%,66.5%,"$75,500",144.6BTC,,,"$75,500",184.8BTC,,
2026-05-23 09:30,2차(09:00),정산_30분후,1시간,49.26%,50.74%,48.14M,47.22M,916.76K,98.1% 롱포지션,+0.003%,+0.003%,+0.005%,18.91%,10.56B,140.07K,"$75,451.28","113,209,000",1517.04,-1.063%,50.2%,"$75,500",151.8BTC,,,"$75,500",143.2BTC,,
2026-05-23 10:00,2차(09:00),정산_1시간후,1시간,49.99%,50.01%,32.86M,31.23M,1.63M,95.03% 롱포지션,+0.004%,+0.004%,+0.007%,18.88%,10.57B,140.27K,"$75,382.24","113,059,000",1517.04,-1.120%,62.3%,"$75,500",178.7BTC,,,"$75,500",207.2BTC,,
2026-05-23 12:00,-,일반,1시간,49.83%,50.17%,1.71M,670.60K,1.04M,60.82% 숏포지션,+0.005%,+0.006%,+0.002%,18.84%,10.60B,140.31K,"$75,549.56","113,102,000",1517.04,-1.314%,49.4%,"$75,500",351.7BTC,,,"$75,500",237.2BTC,,
2026-05-23 14:00,-,일반,1시간,49.76%,50.24%,1.68M,1.33M,346.70K,79.33% 롱포지션,+0.005%,+0.005%,-0.001%,18.85%,10.59B,140.28K,"$75,519.39","113,299,000",1517.04,-1.066%,67.4%,"$75,500",503.1BTC,,,"$75,500",196.9BTC,,
2026-05-23 16:00,3차(17:00),정산_1시간전,1시간,49.1%,50.9%,3.87M,3.38M,491.28K,87.31% 롱포지션,+0.003%,+0.003%,0.000%,18.77%,10.57B,140.18K,"$75,413.12","113,040,000",1517.04,-1.186%,53.3%,"$75,500",242.3BTC,,,"$75,500",205.6BTC,,
2026-05-23 16:30,3차(17:00),정산_30분전,1시간,49.52%,50.48%,6.26M,5.61M,655.48K,89.53% 롱포지션,+0.002%,+0.004%,,18.75%,10.54B,140.26K,"$75,206.45","112,801,000",1517.04,-1.099%,32.0%,"$75,000",205.6BTC,,,"$75,000",371.1BTC,,
2026-05-23 17:00,3차(17:00),정산_기준,1시간,50.04%,49.96%,377.14M,348.24M,28.90M,92.34% 롱포지션,+0.001%,+0.004%,0.000%,18.85%,10.38B,139.27K,"$74,632.5","112,123,000",1517.04,-0.895%,43.5%,"$74,500",262.3BTC,,,"$74,500",257.9BTC,,
2026-05-23 17:00,3차(17:00),정산_기준,4시간,49.75%,50.25%,385.96M,355.75M,30.21M,92.17% 롱포지션,+0.001%,+0.004%,0.000%,18.85%,10.38B,139.27K,"$74,632.5","112,123,000",1517.04,-0.895%,43.5%,"$74,500",262.3BTC,,,"$74,500",257.9BTC,,
2026-05-23 17:00,3차(17:00),정산_기준,12시간,50%,50%,497.99M,458.68M,39.31M,92.11% 롱포지션,+0.001%,+0.004%,0.000%,18.85%,10.38B,139.27K,"$74,632.5","112,123,000",1517.04,-0.895%,43.5%,"$74,500",262.3BTC,,,"$74,500",257.9BTC,,
2026-05-23 17:00,3차(17:00),정산_기준,24시간,49.93%,50.07%,945.01M,870.54M,74.47M,92.12% 롱포지션,+0.001%,+0.004%,0.000%,18.85%,10.38B,139.27K,"$74,632.5","112,123,000",1517.04,-0.895%,43.5%,"$74,500",262.3BTC,,,"$74,500",257.9BTC,,
2026-05-23 17:30,3차(17:00),정산_30분후,1시간,49.9%,50.1%,376.79M,347.25M,29.54M,92.16% 롱포지션,0.000%,+0.004%,-0.006%,18.85%,10.48B,140.46K,"$74,600.07","112,155,000",1517.04,-0.875%,75.0%,"$74,500",263.3BTC,,,"$74,500",153.3BTC,,
2026-05-23 18:00,3차(17:00),정산_1시간후,1시간,50.81%,49.19%,6.71M,4.42M,2.28M,65.95% 롱포지션,+0.001%,+0.004%,-0.004%,18.78%,10.48B,140.45K,"$74,663.81","112,042,000",1517.04,-1.047%,69.4%,"$74,500",329.6BTC,,,"$74,500",188.6BTC,,
2026-05-23 20:00,-,일반,1시간,49.77%,50.23%,4.00M,1.40M,2.60M,64.93% 숏포지션,+0.005%,+0.003%,-0.001%,18.80%,10.51B,140.76K,"$74,705.36","112,212,000",1517.04,-0.964%,40.1%,"$74,500",241.6BTC,,,"$74,500",222.1BTC,,
2026-05-23 22:00,-,일반,1시간,50.64%,49.36%,1.93M,1.06M,868.15K,55.08% 롱포지션,+0.008%,+0.002%,0.000%,18.77%,10.48B,140.37K,"$74,843.27","112,075,000",1517.04,-1.338%,56.7%,"$75,000",219.6BTC,,,"$75,000",282.0BTC,,
2026-05-24 00:00,1차(01:00),정산_1시간전,1시간,49.15%,50.85%,12.28M,2.13M,10.16M,82.68% 숏포지션,+0.009%,+0.001%,0.000%,18.95%,10.56B,139.80K,"$75,526.39","113,248,000",1517.04,-1.135%,40.7%,"$75,500",239.2BTC,,,"$75,500",190.7BTC,,
2026-05-24 00:30,1차(01:00),정산_30분전,1시간,50.11%,49.89%,19.48M,2.38M,17.10M,87.76% 숏포지션,+0.008%,+0.001%,0.000%,18.93%,10.56B,139.86K,"$75,529.52","113,180,000",1517.04,-1.150%,26.5%,"$75,500",294.2BTC,,,"$75,500",172.9BTC,,
2026-05-24 01:00,1차(01:00),정산_기준,1시간,50.09%,49.91%,6.38M,2.34M,4.04M,63.3% 숏포지션,+0.007%,0.000%,+0.001%,19.00%,10.57B,140.06K,"$75,554.78","113,324,000",1517.04,-1.145%,43.8%,"$75,500",179.7BTC,,,"$75,500",182.3BTC,,
2026-05-24 01:00,1차(01:00),정산_기준,4시간,49.93%,50.07%,37.13M,6.44M,30.69M,82.66% 숏포지션,+0.007%,0.000%,+0.001%,19.00%,10.57B,140.06K,"$75,554.78","113,324,000",1517.04,-1.145%,43.8%,"$75,500",179.7BTC,,,"$75,500",182.3BTC,,
2026-05-24 01:00,1차(01:00),정산_기준,12시간,49.79%,50.21%,439.37M,370.62M,68.75M,84.35% 롱포지션,+0.007%,0.000%,+0.001%,19.00%,10.57B,140.06K,"$75,554.78","113,324,000",1517.04,-1.145%,43.8%,"$75,500",179.7BTC,,,"$75,500",182.3BTC,,
2026-05-24 01:00,1차(01:00),정산_기준,24시간,49.9%,50.1%,923.06M,833.58M,89.47M,90.31% 롱포지션,+0.007%,0.000%,+0.001%,19.00%,10.57B,140.06K,"$75,554.78","113,324,000",1517.04,-1.145%,43.8%,"$75,500",179.7BTC,,,"$75,500",182.3BTC,,
2026-05-24 01:30,1차(01:00),정산_30분후,1시간,49.84%,50.16%,4.93M,2.77M,2.15M,56.28% 롱포지션,+0.007%,0.000%,+0.005%,19.02%,10.57B,140.20K,"$75,467.37","113,052,000",1517.04,-1.223%,30.9%,"$75,500",253.3BTC,,,"$75,500",153.9BTC,,
2026-05-24 02:00,1차(01:00),정산_1시간후,1시간,49.34%,50.66%,4.62M,1.31M,3.31M,71.64% 숏포지션,+0.007%,+0.001%,+0.009%,19.03%,10.58B,140.31K,"$75,427.49","112,974,000",1517.04,-1.266%,64.3%,"$75,500",254.0BTC,,,"$75,500",240.7BTC,,
2026-05-24 04:00,-,일반,1시간,49.72%,50.28%,46.29M,4.85M,41.43M,89.52% 숏포지션,+0.007%,+0.002%,+0.004%,19.08%,10.65B,140.50K,"$75,840.64","113,421,000",1517.04,-1.405%,40.0%,"$76,000",151.2BTC,,,"$76,000",198.7BTC,,
2026-05-24 06:00,-,일반,1시간,51.02%,48.98%,161.59M,19.41M,142.18M,87.99% 숏포지션,+0.007%,+0.004%,+0.003%,19.25%,10.73B,139.40K,"$77,327.54","115,350,000",1517.04,-1.606%,34.5%,"$77,500",175.8BTC,,,"$77,500",92.9BTC,,
2026-05-24 08:00,2차(09:00),정산_1시간전,1시간,48.32%,51.68%,4.13M,3.25M,883.99K,78.59% 롱포지션,+0.008%,+0.007%,+0.004%,19.26%,10.60B,138.49K,"$76,550.19","114,514,000",1517.04,-1.347%,71.5%,"$76,500",169.2BTC,,,"$76,500",115.2BTC,,
2026-05-24 08:30,2차(09:00),정산_30분전,1시간,48.79%,51.21%,4.05M,2.69M,1.36M,66.4% 롱포지션,+0.008%,+0.007%,+0.004%,19.24%,10.60B,138.47K,"$76,624.71","114,621,000",1517.04,-1.394%,38.2%,"$76,500",135.6BTC,,,"$76,500",101.8BTC,,
2026-05-24 09:00,2차(09:00),정산_기준,1시간,49.94%,50.06%,1.55M,243.47K,1.31M,84.34% 숏포지션,+0.009%,+0.006%,+0.004%,19.23%,10.61B,138.32K,"$76,742.71","114,906,000",1517.04,-1.311%,51.6%,"$76,500",132.8BTC,,,"$77,000",84.5BTC,,
2026-05-24 09:00,2차(09:00),정산_기준,4시간,49.66%,50.34%,233.63M,46.95M,186.68M,79.91% 숏포지션,+0.009%,+0.006%,+0.004%,19.23%,10.61B,138.32K,"$76,742.71","114,906,000",1517.04,-1.311%,51.6%,"$76,500",132.8BTC,,,"$77,000",84.5BTC,,
2026-05-24 09:00,2차(09:00),정산_기준,12시간,49.94%,50.06%,325.13M,60.85M,264.27M,81.28% 숏포지션,+0.009%,+0.006%,+0.004%,19.23%,10.61B,138.32K,"$76,742.71","114,906,000",1517.04,-1.311%,51.6%,"$76,500",132.8BTC,,,"$77,000",84.5BTC,,
2026-05-24 09:00,2차(09:00),정산_기준,24시간,49.89%,50.11%,766.15M,458.67M,307.49M,59.87% 롱포지션,+0.009%,+0.006%,+0.004%,19.23%,10.61B,138.32K,"$76,742.71","114,906,000",1517.04,-1.311%,51.6%,"$76,500",132.8BTC,,,"$77,000",84.5BTC,,
2026-05-24 09:30,2차(09:00),정산_30분후,1시간,50.21%,49.79%,1.60M,903.59K,693.93K,56.56% 롱포지션,+0.009%,+0.006%,+0.005%,19.24%,10.60B,138.35K,"$76,676.63","114,779,000",1516.19,-1.254%,40.1%,"$76,500",139.1BTC,,,"$76,500",90.2BTC,,
2026-05-24 10:00,2차(09:00),정산_1시간후,1시간,50.14%,49.86%,2.00M,869.34K,1.13M,56.51% 숏포지션,+0.010%,+0.005%,+0.005%,19.26%,10.63B,138.44K,"$76,818.15","115,108,000",1516.19,-1.163%,62.1%,"$77,000",160.3BTC,,,"$77,000",85.5BTC,,
2026-05-24 12:00,-,일반,1시간,51.22%,48.78%,2.43M,1.13M,1.30M,53.57% 숏포지션,+0.010%,+0.005%,+0.005%,19.24%,10.63B,138.39K,"$76,808.75","115,000,000",1516.19,-1.237%,50.5%,"$77,000",135.8BTC,,,"$77,000",108.4BTC,,
2026-05-24 14:00,-,일반,1시간,49.59%,50.41%,1.09M,626.23K,468.29K,57.22% 롱포지션,+0.010%,+0.004%,+0.006%,19.20%,10.60B,138.12K,"$76,754.7","114,793,000",1516.19,-1.341%,68.0%,"$76,500",175.5BTC,,,"$77,000",102.2BTC,,
2026-05-24 16:00,3차(17:00),정산_1시간전,1시간,50.3%,49.7%,3.51M,530.76K,2.98M,84.9% 숏포지션,+0.008%,+0.005%,+0.007%,19.17%,10.61B,137.95K,"$76,975.15","115,047,000",1516.19,-1.391%,62.3%,"$77,000",144.6BTC,,,"$77,000",106.9BTC,,
2026-05-24 16:30,3차(17:00),정산_30분전,1시간,49.94%,50.06%,4.68M,1.04M,3.65M,77.84% 숏포지션,+0.007%,+0.005%,+0.007%,19.16%,10.61B,138.01K,"$76,876.22","114,990,000",1516.19,-1.288%,35.6%,"$77,000",121.8BTC,,,"$77,000",126.5BTC,,
2026-05-24 17:00,3차(17:00),정산_기준,1시간,49.85%,50.15%,2.59M,1.27M,1.33M,51.2% 숏포지션,+0.006%,+0.006%,+0.008%,19.18%,10.59B,137.95K,"$76,808.81","114,830,000",1516.19,-1.324%,53.5%,"$76,500",186.3BTC,,,"$77,000",136.3BTC,,
2026-05-24 17:00,3차(17:00),정산_기준,4시간,50.08%,49.92%,9.54M,3.90M,5.64M,59.1% 숏포지션,+0.006%,+0.006%,+0.008%,19.18%,10.59B,137.95K,"$76,808.81","114,830,000",1516.19,-1.324%,53.5%,"$76,500",186.3BTC,,,"$77,000",136.3BTC,,
2026-05-24 17:00,3차(17:00),정산_기준,12시간,50.01%,49.99%,253.27M,54.29M,198.98M,78.56% 숏포지션,+0.006%,+0.006%,+0.008%,19.18%,10.59B,137.95K,"$76,808.81","114,830,000",1516.19,-1.324%,53.5%,"$76,500",186.3BTC,,,"$77,000",136.3BTC,,
2026-05-24 17:00,3차(17:00),정산_기준,24시간,50.01%,49.99%,360.73M,76.51M,284.22M,78.79% 숏포지션,+0.006%,+0.006%,+0.008%,19.18%,10.59B,137.95K,"$76,808.81","114,830,000",1516.19,-1.324%,53.5%,"$76,500",186.3BTC,,,"$77,000",136.3BTC,,
2026-05-24 17:30,3차(17:00),정산_30분후,1시간,50.01%,49.99%,2.72M,1.03M,1.69M,62.3% 숏포지션,+0.006%,+0.007%,+0.010%,19.16%,10.57B,137.66K,"$76,801.21","114,871,000",1516.19,-1.326%,59.9%,"$76,500",93.8BTC,,,"$77,000",121.7BTC,,
2026-05-24 18:00,3차(17:00),정산_1시간후,1시간,50.29%,49.71%,3.39M,745.66K,2.65M,78.03% 숏포지션,+0.006%,+0.008%,+0.010%,19.16%,10.56B,137.53K,"$76,811.28","114,900,000",1516.19,-1.305%,29.1%,"$77,000",85.1BTC,,,"$77,000",118.7BTC,,
2026-05-24 20:00,-,일반,1시간,50.49%,49.51%,13.33M,2.24M,11.09M,83.19% 숏포지션,+0.007%,+0.009%,+0.006%,19.14%,10.57B,136.96K,"$77,210.37","115,376,000",1516.19,-1.435%,46.2%,"$77,000",142.0BTC,,,"$77,000",105.1BTC,,
2026-05-24 22:00,-,일반,1시간,50.31%,49.69%,3.49M,1.29M,2.21M,63.16% 숏포지션,+0.008%,+0.006%,+0.002%,19.05%,10.52B,136.58K,"$77,099.9","115,151,000",1516.19,-1.462%,56.4%,"$77,000",120.2BTC,,,"$77,000",162.1BTC,,
2026-05-25 00:00,1차(01:00),정산_1시간전,1시간,49.49%,50.51%,87.37M,70.42M,16.96M,80.59% 롱포지션,+0.007%,+0.004%,+0.002%,19.05%,10.42B,136.39K,"$76,431.27","114,400,000",1516.19,-1.273%,49.5%,"$76,500",128.1BTC,,,"$76,500",109.3BTC,,
2026-05-25 00:30,1차(01:00),정산_30분전,1시간,50.09%,49.91%,2.84M,1.03M,1.81M,63.66% 숏포지션,+0.007%,+0.004%,+0.001%,19.03%,10.41B,136.28K,"$76,447.86","114,398,000",1516.19,-1.322%,45.2%,"$76,500",98.2BTC,,,"$76,500",156.9BTC,,
2026-05-25 01:00,1차(01:00),정산_기준,1시간,49.96%,50.04%,2.18M,1.04M,1.14M,52.38% 숏포지션,+0.006%,+0.004%,+0.002%,19.04%,10.41B,136.33K,"$76,358.85","114,256,000",1516.19,-1.311%,42.3%,"$76,500",128.4BTC,,,"$76,500",134.0BTC,,
2026-05-25 01:00,1차(01:00),정산_기준,4시간,49.77%,50.23%,104.25M,81.38M,22.87M,78.06% 롱포지션,+0.006%,+0.004%,+0.002%,19.04%,10.41B,136.33K,"$76,358.85","114,256,000",1516.19,-1.311%,42.3%,"$76,500",128.4BTC,,,"$76,500",134.0BTC,,
2026-05-25 01:00,1차(01:00),정산_기준,12시간,50.1%,49.9%,138.07M,90.15M,47.92M,65.29% 롱포지션,+0.006%,+0.004%,+0.002%,19.04%,10.41B,136.33K,"$76,358.85","114,256,000",1516.19,-1.311%,42.3%,"$76,500",128.4BTC,,,"$76,500",134.0BTC,,
2026-05-25 01:00,1차(01:00),정산_기준,24시간,50.06%,49.94%,436.14M,148.07M,288.07M,66.05% 숏포지션,+0.006%,+0.004%,+0.002%,19.04%,10.41B,136.33K,"$76,358.85","114,256,000",1516.19,-1.311%,42.3%,"$76,500",128.4BTC,,,"$76,500",134.0BTC,,
2026-05-25 01:30,1차(01:00),정산_30분후,1시간,49.54%,50.46%,3.77M,621.17K,3.15M,83.51% 숏포지션,+0.006%,+0.005%,-0.002%,19.06%,10.40B,135.98K,"$76,583.9","114,573,000",1516.19,-1.286%,44.6%,"$76,500",126.6BTC,,,"$76,500",144.0BTC,,
2026-05-25 02:00,1차(01:00),정산_1시간후,1시간,49.56%,50.44%,4.54M,1.10M,3.43M,75.69% 숏포지션,+0.007%,+0.005%,-0.002%,19.05%,10.41B,135.89K,"$76,658.87","114,700,000",1516.19,-1.278%,50.9%,"$76,500",149.0BTC,,,"$76,500",122.7BTC,,
2026-05-25 04:00,-,일반,1시간,49.49%,50.51%,2.25M,1.12M,1.13M,50.07% 숏포지션,+0.009%,+0.008%,+0.003%,19.07%,10.39B,135.61K,"$76,652.8","114,654,000",1516.19,-1.338%,60.5%,"$76,500",127.6BTC,,,"$76,500",124.0BTC,,
2026-05-25 06:00,-,일반,1시간,49.83%,50.17%,3.68M,3.25M,432.10K,88.26% 롱포지션,+0.009%,+0.007%,+0.002%,19.12%,10.39B,135.63K,"$76,637.6","114,754,000",1516.19,-1.227%,27.6%,"$76,500",88.4BTC,,,"$76,500",115.1BTC,,
2026-05-25 08:00,2차(09:00),정산_1시간전,1시간,48.73%,51.27%,8.26M,2.29M,5.98M,72.32% 숏포지션,+0.008%,+0.004%,+0.001%,19.13%,10.32B,134.40K,"$76,939.75","115,011,000",1516.19,-1.330%,54.9%,"$77,000",107.7BTC,,,"$77,000",98.4BTC,,
2026-05-25 08:30,2차(09:00),정산_30분전,1시간,49.25%,50.75%,2.16M,357.58K,1.80M,83.44% 숏포지션,+0.007%,+0.003%,+0.002%,19.11%,10.32B,134.29K,"$76,851.42","115,049,000",1516.19,-1.221%,34.7%,"$77,000",119.4BTC,,,"$77,000",102.1BTC,,
2026-05-25 09:00,2차(09:00),정산_기준,1시간,49.87%,50.13%,5.62M,253.20K,5.37M,95.5% 숏포지션,+0.007%,+0.002%,+0.002%,19.10%,10.33B,134.05K,"$77,095.18","115,462,000",1516.19,-1.242%,38.5%,"$77,000",97.2BTC,,,"$77,000",166.3BTC,,
2026-05-25 09:00,2차(09:00),정산_기준,4시간,49.48%,50.52%,52.72M,39.76M,12.96M,75.42% 롱포지션,+0.007%,+0.002%,+0.002%,19.10%,10.33B,134.05K,"$77,095.18","115,462,000",1516.19,-1.242%,38.5%,"$77,000",97.2BTC,,,"$77,000",166.3BTC,,
2026-05-25 09:00,2차(09:00),정산_기준,12시간,49.75%,50.25%,171.37M,125.38M,45.99M,73.16% 롱포지션,+0.007%,+0.002%,+0.002%,19.10%,10.33B,134.05K,"$77,095.18","115,462,000",1516.19,-1.242%,38.5%,"$77,000",97.2BTC,,,"$77,000",166.3BTC,,
2026-05-25 09:00,2차(09:00),정산_기준,24시간,49.99%,50.01%,215.31M,137.60M,77.72M,63.91% 롱포지션,+0.007%,+0.002%,+0.002%,19.10%,10.33B,134.05K,"$77,095.18","115,462,000",1516.19,-1.242%,38.5%,"$77,000",97.2BTC,,,"$77,000",166.3BTC,,
2026-05-25 09:30,2차(09:00),정산_30분후,1시간,48.98%,51.02%,5.18M,338.31K,4.85M,93.47% 숏포지션,+0.006%,+0.002%,+0.003%,19.08%,10.33B,133.93K,"$77,215.72","115,498,000",1518.78,-1.452%,65.7%,"$77,000",113.2BTC,,,"$77,000",119.5BTC,,
2026-05-25 10:00,2차(09:00),정산_1시간후,1시간,49.2%,50.8%,1.80M,713.39K,1.09M,60.41% 숏포지션,+0.005%,+0.002%,+0.003%,19.09%,10.33B,133.93K,"$77,121.16","115,337,000",1518.78,-1.474%,44.0%,"$77,000",115.6BTC,,,"$77,000",140.8BTC,,
2026-05-25 12:00,-,일반,1시간,50.01%,49.99%,11.19M,4.63M,6.55M,58.58% 숏포지션,+0.002%,+0.001%,+0.003%,19.11%,10.36B,134.41K,"$77,092.98","115,256,000",1518.78,-1.591%,23.6%,"$77,000",94.7BTC,,,"$77,000",123.5BTC,,
2026-05-25 14:00,-,일반,1시간,49.38%,50.62%,1.99M,325.66K,1.67M,83.66% 숏포지션,+0.002%,0.000%,+0.005%,19.12%,10.42B,134.78K,"$77,374.85","115,528,000",1518.78,-1.625%,58.2%,"$77,500",135.0BTC,,,"$77,500",118.2BTC,,
2026-05-25 16:00,3차(17:00),정산_1시간전,1시간,50.27%,49.73%,6.26M,1.05M,5.21M,83.24% 숏포지션,+0.003%,-0.001%,+0.008%,19.12%,10.46B,135.18K,"$77,411.4","115,433,000",1518.78,-1.780%,55.4%,"$77,500",186.9BTC,,,"$77,500",153.5BTC,,
2026-05-25 16:30,3차(17:00),정산_30분전,1시간,49.33%,50.67%,2.80M,852.14K,1.95M,69.56% 숏포지션,+0.002%,-0.001%,+0.008%,19.11%,10.42B,135.09K,"$77,213.98","115,255,000",1518.78,-1.707%,59.9%,"$77,000",208.6BTC,,,"$77,000",106.2BTC,,
2026-05-25 17:00,3차(17:00),정산_기준,1시간,49.4%,50.6%,3.42M,1.14M,2.28M,66.69% 숏포지션,+0.003%,-0.001%,+0.008%,19.06%,10.44B,135.02K,"$77,355.37","115,370,000",1518.78,-1.778%,53.5%,"$77,500",168.0BTC,,,"$77,500",174.5BTC,,
2026-05-25 17:00,3차(17:00),정산_기준,4시간,50.22%,49.78%,13.30M,2.76M,10.54M,79.25% 숏포지션,+0.003%,-0.001%,+0.008%,19.06%,10.44B,135.02K,"$77,355.37","115,370,000",1518.78,-1.778%,53.5%,"$77,500",168.0BTC,,,"$77,500",174.5BTC,,
2026-05-25 17:00,3차(17:00),정산_기준,12시간,49.82%,50.18%,82.59M,50.67M,31.92M,61.35% 롱포지션,+0.003%,-0.001%,+0.008%,19.06%,10.44B,135.02K,"$77,355.37","115,370,000",1518.78,-1.778%,53.5%,"$77,500",168.0BTC,,,"$77,500",174.5BTC,,
2026-05-25 17:00,3차(17:00),정산_기준,24시간,49.93%,50.07%,225.57M,141.19M,84.38M,62.59% 롱포지션,+0.003%,-0.001%,+0.008%,19.06%,10.44B,135.02K,"$77,355.37","115,370,000",1518.78,-1.778%,53.5%,"$77,500",168.0BTC,,,"$77,500",174.5BTC,,
2026-05-25 17:30,3차(17:00),정산_30분후,1시간,49.79%,50.21%,1.99M,858.82K,1.13M,56.77% 숏포지션,+0.004%,-0.001%,+0.010%,19.06%,10.44B,135.13K,"$77,320.79","115,211,000",1518.78,-1.868%,37.6%,"$77,500",161.6BTC,,,"$77,500",199.9BTC,,
2026-05-25 18:00,3차(17:00),정산_1시간후,1시간,49.71%,50.29%,1.54M,729.78K,812.97K,52.7% 숏포지션,+0.004%,0.000%,+0.010%,19.04%,10.45B,135.01K,"$77,471.35","115,455,000",1518.78,-1.800%,75.8%,"$77,500",163.3BTC,,,"$77,500",132.0BTC,,
2026-05-25 20:00,-,일반,1시간,51.06%,48.94%,1.92M,506.27K,1.41M,73.57% 숏포지션,+0.004%,0.000%,+0.008%,18.97%,10.42B,134.41K,"$77,517.12","115,566,000",1518.78,-1.788%,38.1%,"$77,500",165.1BTC,,,"$77,500",151.0BTC,,
2026-05-25 22:00,-,일반,1시간,50.04%,49.96%,6.58M,3.31M,3.27M,50.35% 롱포지션,+0.003%,0.000%,+0.008%,18.95%,10.41B,134.59K,"$77,332.71","115,313,000",1518.78,-1.830%,51.8%,"$77,500",172.7BTC,,,"$77,500",143.3BTC,,
2026-05-26 00:00,1차(01:00),정산_1시간전,1시간,49.98%,50.02%,10.57M,1.02M,9.55M,90.36% 숏포지션,+0.002%,+0.001%,+0.007%,18.97%,10.43B,134.27K,"$77,724.27","115,597,000",1518.78,-2.024%,41.2%,"$77,500",188.8BTC,,,"$77,500",131.5BTC,,
2026-05-26 00:30,1차(01:00),정산_30분전,1시간,51%,49%,20.65M,3.97M,16.69M,80.78% 숏포지션,+0.001%,+0.001%,+0.007%,18.96%,10.41B,134.15K,"$77,594.41","115,433,000",1518.78,-2.014%,27.2%,"$77,500",147.8BTC,,,"$77,500",139.2BTC,,
2026-05-26 01:00,1차(01:00),정산_기준,1시간,51.17%,48.83%,17.85M,4.60M,13.25M,74.24% 숏포지션,+0.001%,+0.001%,+0.007%,18.96%,10.41B,134.19K,"$77,605.08","115,511,000",1518.78,-1.959%,45.4%,"$77,500",181.2BTC,,,"$77,500",207.7BTC,,
2026-05-26 01:00,1차(01:00),정산_기준,4시간,50.41%,49.59%,38.56M,10.13M,28.42M,73.72% 숏포지션,+0.001%,+0.001%,+0.007%,18.96%,10.41B,134.19K,"$77,605.08","115,511,000",1518.78,-1.959%,45.4%,"$77,500",181.2BTC,,,"$77,500",207.7BTC,,
2026-05-26 01:00,1차(01:00),정산_기준,12시간,50.29%,49.71%,78.57M,18.54M,60.02M,76.4% 숏포지션,+0.001%,+0.001%,+0.007%,18.96%,10.41B,134.19K,"$77,605.08","115,511,000",1518.78,-1.959%,45.4%,"$77,500",181.2BTC,,,"$77,500",207.7BTC,,
2026-05-26 01:00,1차(01:00),정산_기준,24시간,50.02%,49.98%,162.21M,70.72M,91.49M,56.4% 숏포지션,+0.001%,+0.001%,+0.007%,18.96%,10.41B,134.19K,"$77,605.08","115,511,000",1518.78,-1.959%,45.4%,"$77,500",181.2BTC,,,"$77,500",207.7BTC,,
2026-05-26 01:30,1차(01:00),정산_30분후,1시간,49.88%,50.12%,5.45M,2.33M,3.12M,57.29% 숏포지션,+0.002%,+0.001%,+0.010%,18.96%,10.41B,134.25K,"$77,580.64","115,459,000",1518.78,-1.971%,54.8%,"$77,500",169.6BTC,,,"$77,500",137.9BTC,,
2026-05-26 02:00,1차(01:00),정산_1시간후,1시간,47.95%,52.05%,14.50M,2.41M,12.09M,83.35% 숏포지션,+0.002%,+0.001%,+0.010%,18.95%,10.43B,134.20K,"$77,755.26","115,656,000",1518.78,-2.036%,38.6%,"$77,500",176.7BTC,,,"$78,000",86.9BTC,,
2026-05-26 04:00,-,일반,1시간,49.27%,50.73%,2.90M,1.16M,1.74M,60.03% 숏포지션,+0.004%,+0.002%,+0.010%,18.98%,10.43B,134.50K,"$77,535.22","115,390,000",1518.78,-1.948%,43.8%,"$77,500",183.9BTC,,,"$77,500",131.7BTC,,
2026-05-26 06:00,-,일반,1시간,50.48%,49.52%,6.12M,5.20M,918.83K,84.98% 롱포지션,+0.006%,+0.004%,+0.007%,18.96%,10.36B,134.19K,"$77,314.46","115,069,000",1518.78,-1.996%,43.2%,"$77,500",156.2BTC,,,"$77,500",172.9BTC,,
