수집시간,정산회차,타이밍,시간대,롱숏_롱,롱숏_숏,청산금액,청산_롱,청산_숏,청산비율,펀딩_바이낸스,펀딩_OKX,펀딩_바이비트,미결제_비중,미결제_BTC,미결제_USD,BTC_현재가,업비트_KRW,달러환율,김치프리미엄,테이커_매수비율,매수벽_1가격,매수벽_1BTC,매도벽_1가격,매도벽_1BTC
2026-05-11 17:00,3차(17:00),정산_기준,1시간,49.09%,50.91%,2.73M,1.76M,975.90K,64.31% 롱포지션,+0.003%,+0.010%,+0.005%,17.68%,10.38B,128.66K,"$80,730.44",,,,,,,,
2026-05-11 17:00,3차(17:00),정산_기준,4시간,50.15%,49.85%,11.07M,7.01M,4.06M,63.32% 롱포지션,+0.003%,+0.010%,+0.005%,17.68%,10.38B,128.66K,"$80,730.44",,,,,,,,
2026-05-11 17:00,3차(17:00),정산_기준,12시간,50.31%,49.69%,262.35M,145.31M,117.04M,55.39% 롱포지션,+0.003%,+0.010%,+0.005%,17.68%,10.38B,128.66K,"$80,730.44",,,,,,,,
2026-05-11 17:00,3차(17:00),정산_기준,24시간,50.12%,49.88%,409.71M,163.97M,245.74M,59.98% 숏포지션,+0.003%,+0.010%,+0.005%,17.68%,10.38B,128.66K,"$80,730.44",,,,,,,,
2026-05-11 17:30,3차(17:00),정산_30분후,1시간,48.96%,51.04%,3.95M,3.06M,893.95K,77.4% 롱포지션,+0.003%,+0.009%,+0.007%,17.70%,10.38B,128.67K,"$80,682.56",,,,,,,,
2026-05-11 18:00,3차(17:00),정산_1시간후,1시간,49.12%,50.88%,3.82M,3.12M,703.85K,81.58% 롱포지션,+0.003%,+0.008%,+0.007%,17.71%,10.38B,128.63K,"$80,792.16",,,,,,,,
2026-05-11 20:00,-,일반,1시간,50.41%,49.59%,3.31M,1.94M,1.37M,58.65% 롱포지션,+0.003%,+0.002%,+0.006%,17.51%,10.42B,128.71K,"$80,979.69",,,,,,,,
2026-05-11 22:00,-,일반,1시간,49.79%,50.21%,6.99M,2.22M,4.77M,68.29% 숏포지션,+0.002%,-0.002%,+0.001%,17.61%,10.49B,129.45K,"$81,069.6",,,,,,,,
2026-05-12 00:00,1차(01:00),정산_1시간전,1시간,49.86%,50.14%,21.38M,18.76M,2.63M,87.71% 롱포지션,+0.003%,0.000%,+0.002%,17.64%,10.51B,129.99K,"$80,911.19",,,,,,,,
2026-05-12 00:30,1차(01:00),정산_30분전,1시간,50.86%,49.14%,27.14M,20.32M,6.82M,74.87% 롱포지션,+0.004%,+0.001%,+0.002%,17.66%,10.56B,129.90K,"$81,336.05",,,,,,,,
2026-05-12 01:00,1차(01:00),정산_기준,1시간,50.87%,49.13%,12.00M,4.99M,7.01M,58.4% 숏포지션,+0.005%,+0.001%,+0.002%,17.72%,10.59B,130.19K,"$81,436.1",,,,,,,,
2026-05-12 01:00,1차(01:00),정산_기준,4시간,50.22%,49.78%,57.21M,35.75M,21.46M,62.48% 롱포지션,+0.005%,+0.001%,+0.002%,17.72%,10.59B,130.19K,"$81,436.1",,,,,,,,
2026-05-12 01:00,1차(01:00),정산_기준,12시간,49.96%,50.04%,79.72M,49.53M,30.18M,62.14% 롱포지션,+0.005%,+0.001%,+0.002%,17.72%,10.59B,130.19K,"$81,436.1",,,,,,,,
2026-05-12 01:00,1차(01:00),정산_기준,24시간,50.09%,49.91%,417.95M,195.23M,222.72M,53.29% 숏포지션,+0.005%,+0.001%,+0.002%,17.72%,10.59B,130.19K,"$81,436.1",,,,,,,,
2026-05-12 01:30,1차(01:00),정산_30분후,1시간,50.34%,49.66%,23.82M,911.35K,22.91M,96.17% 숏포지션,+0.004%,+0.001%,+0.001%,17.76%,10.66B,130.47K,"$81,824.85",,,,,,,,
2026-05-12 02:00,1차(01:00),정산_1시간후,1시간,49.79%,50.21%,23.37M,1.75M,21.62M,92.52% 숏포지션,+0.004%,+0.001%,+0.002%,17.79%,10.66B,130.73K,"$81,545.71",,,,,,,,
2026-05-12 04:00,-,일반,1시간,50.33%,49.67%,41.05M,10.61M,30.44M,74.16% 숏포지션,+0.002%,-0.002%,+0.001%,17.84%,10.78B,131.55K,"$81,883.7",,,,,,,,
2026-05-12 06:00,-,일반,1시간,50.25%,49.75%,5.44M,2.59M,2.84M,52.29% 숏포지션,0.000%,-0.006%,+0.001%,17.94%,10.82B,132.33K,"$81,829.01",,,,,,,,
2026-05-12 08:00,2차(09:00),정산_1시간전,1시간,49.79%,50.21%,3.21M,629.54K,2.58M,80.41% 숏포지션,0.000%,-0.006%,+0.001%,18.00%,10.83B,132.38K,"$81,810.21",,,,,,,,
2026-05-12 08:30,2차(09:00),정산_30분전,1시간,49.74%,50.26%,3.18M,1.34M,1.84M,57.83% 숏포지션,0.000%,-0.006%,+0.001%,18.01%,10.81B,132.45K,"$81,670.98",,,,,,,,
2026-05-12 09:00,2차(09:00),정산_기준,1시간,50.08%,49.92%,3.89M,2.18M,1.71M,55.98% 롱포지션,0.000%,-0.006%,+0.002%,18.02%,10.81B,132.33K,"$81,706.13",,,,,,,,
2026-05-12 09:00,2차(09:00),정산_기준,4시간,50.24%,49.76%,15.60M,7.27M,8.33M,53.41% 숏포지션,0.000%,-0.006%,+0.002%,18.02%,10.81B,132.33K,"$81,706.13",,,,,,,,
2026-05-12 09:00,2차(09:00),정산_기준,12시간,50.2%,49.8%,153.93M,58.52M,95.40M,61.98% 숏포지션,0.000%,-0.006%,+0.002%,18.02%,10.81B,132.33K,"$81,706.13",,,,,,,,
2026-05-12 09:00,2차(09:00),정산_기준,24시간,50.06%,49.94%,242.04M,123.90M,118.14M,51.19% 롱포지션,0.000%,-0.006%,+0.002%,18.02%,10.81B,132.33K,"$81,706.13",,,,,,,,
2026-05-12 09:30,2차(09:00),정산_30분후,1시간,50.37%,49.63%,4.66M,2.73M,1.93M,58.54% 롱포지션,0.000%,-0.005%,-0.002%,18.05%,10.81B,132.57K,"$81,583.48",,,,,,,,
2026-05-12 10:00,2차(09:00),정산_1시간후,1시간,49.76%,50.24%,2.49M,1.63M,863.76K,65.35% 롱포지션,+0.001%,-0.004%,+0.001%,18.05%,10.80B,132.51K,"$81,598.02",,,,,,,,
2026-05-12 12:00,-,일반,1시간,49.58%,50.42%,1.99M,923.45K,1.07M,53.62% 숏포지션,0.000%,0.000%,-0.001%,18.12%,10.78B,132.69K,"$81,249.48",,,,,,,,
2026-05-12 14:00,-,일반,1시간,51%,49%,1.37M,735.68K,636.46K,53.62% 롱포지션,+0.003%,+0.003%,-0.002%,18.18%,10.84B,133.52K,"$81,225.2",,,,,,,,
2026-05-12 16:00,3차(17:00),정산_1시간전,1시간,48.77%,51.23%,3.62M,2.41M,1.22M,66.39% 롱포지션,+0.004%,+0.004%,-0.002%,18.14%,10.85B,134.02K,"$81,004.19",,,,,,,,
2026-05-12 16:30,3차(17:00),정산_30분전,1시간,49.79%,50.21%,7.25M,5.87M,1.38M,80.96% 롱포지션,+0.005%,+0.004%,-0.002%,18.12%,10.87B,134.10K,"$81,017.39",,,,,,,,
2026-05-12 17:00,3차(17:00),정산_기준,1시간,50.68%,49.32%,7.38M,6.46M,924.66K,87.47% 롱포지션,+0.004%,+0.003%,-0.002%,18.03%,10.79B,133.47K,"$80,867.84",,,,,,,,
2026-05-12 17:00,3차(17:00),정산_기준,4시간,49.62%,50.38%,14.93M,10.33M,4.60M,69.21% 롱포지션,+0.004%,+0.003%,-0.002%,18.03%,10.79B,133.47K,"$80,867.84",,,,,,,,
2026-05-12 17:00,3차(17:00),정산_기준,12시간,49.89%,50.11%,88.35M,71.14M,17.21M,80.52% 롱포지션,+0.004%,+0.003%,-0.002%,18.03%,10.79B,133.47K,"$80,867.84",,,,,,,,
2026-05-12 17:00,3차(17:00),정산_기준,24시간,49.93%,50.07%,238.46M,129.13M,109.33M,54.15% 롱포지션,+0.004%,+0.003%,-0.002%,18.03%,10.79B,133.47K,"$80,867.84",,,,,,,,
2026-05-12 17:30,3차(17:00),정산_30분후,1시간,49.78%,50.22%,14.23M,13.10M,1.13M,92.09% 롱포지션,+0.004%,+0.002%,-0.003%,17.98%,10.78B,133.37K,"$80,842.58",,,,,,,,
2026-05-12 18:00,3차(17:00),정산_1시간후,1시간,49.67%,50.33%,10.44M,9.23M,1.21M,88.4% 롱포지션,+0.004%,+0.001%,,17.97%,10.79B,133.50K,"$80,859.2",,,,,,,,
2026-05-12 20:00,-,일반,1시간,50.48%,49.52%,10.52M,9.72M,806.50K,92.34% 롱포지션,+0.002%,-0.001%,+0.008%,17.93%,10.74B,133.25K,"$80,660.41",,,,,,,,
2026-05-12 22:00,-,일반,1시간,49.21%,50.79%,8.03M,5.00M,3.03M,62.25% 롱포지션,+0.003%,-0.003%,+0.005%,17.93%,10.81B,133.70K,"$80,890.63","119,731,000",1473.05,+0.509%,,,,,
2026-05-13 00:00,1차(01:00),정산_1시간전,1시간,48.62%,51.38%,46.09M,44.25M,1.84M,96.02% 롱포지션,+0.005%,-0.006%,+0.003%,18.09%,10.86B,134.86K,"$80,492.74","119,330,000",1473.05,+0.652%,,,,,
2026-05-13 00:30,1차(01:00),정산_30분전,1시간,50.18%,49.82%,58.72M,56.44M,2.28M,96.11% 롱포지션,+0.005%,-0.006%,+0.003%,18.21%,10.88B,135.60K,"$80,261.26","119,035,000",1473.05,+0.724%,,,,,
2026-05-13 01:00,1차(01:00),정산_기준,1시간,51.68%,48.32%,34.53M,32.74M,1.78M,94.84% 롱포지션,+0.006%,-0.006%,+0.002%,18.15%,10.94B,136.17K,"$80,242.87","119,029,000",1473.05,+0.642%,,,,,
2026-05-13 01:00,1차(01:00),정산_기준,4시간,49.5%,50.5%,106.89M,95.58M,11.31M,89.42% 롱포지션,+0.006%,-0.006%,+0.002%,18.15%,10.94B,136.17K,"$80,242.87","119,029,000",1473.05,+0.642%,,,,,
2026-05-13 01:00,1차(01:00),정산_기준,12시간,49.69%,50.31%,163.40M,143.52M,19.88M,87.83% 롱포지션,+0.006%,-0.006%,+0.002%,18.15%,10.94B,136.17K,"$80,242.87","119,029,000",1473.05,+0.642%,,,,,
2026-05-13 01:00,1차(01:00),정산_기준,24시간,49.89%,50.11%,317.98M,219.83M,98.15M,69.13% 롱포지션,+0.006%,-0.006%,+0.002%,18.15%,10.94B,136.17K,"$80,242.87","119,029,000",1473.05,+0.642%,,,,,
2026-05-13 01:30,1차(01:00),정산_30분후,1시간,50.48%,49.52%,4.97M,3.88M,1.09M,78.07% 롱포지션,+0.007%,-0.006%,+0.002%,18.19%,10.97B,136.79K,"$80,292.86","119,010,000",1473.05,+0.665%,,,,,
2026-05-13 02:00,1차(01:00),정산_1시간후,1시간,49.87%,50.13%,25.77M,24.58M,1.19M,95.4% 롱포지션,+0.006%,-0.006%,+0.002%,18.22%,10.96B,136.95K,"$79,965.71","118,765,000",1473.05,+0.791%,,,,,
2026-05-13 04:00,-,일반,1시간,49.88%,50.12%,5.06M,469.19K,4.59M,90.72% 숏포지션,+0.009%,-0.006%,+0.003%,18.40%,11.11B,137.73K,"$80,679.58","119,581,000",1473.05,+0.620%,,,,,
2026-05-13 06:00,-,일반,1시간,51.52%,48.48%,5.47M,1.28M,4.19M,76.52% 숏포지션,+0.008%,-0.006%,-0.001%,18.44%,11.09B,137.53K,"$80,720.4","119,530,000",1473.05,+0.594%,,,,,
2026-05-13 08:00,2차(09:00),정산_1시간전,1시간,49.54%,50.46%,2.19M,388.43K,1.80M,82.23% 숏포지션,+0.006%,-0.003%,-0.001%,18.38%,11.07B,137.17K,"$80,655.7","119,549,000",1473.05,+0.633%,,,,,
2026-05-13 08:30,2차(09:00),정산_30분전,1시간,48.1%,51.9%,1.22M,716.36K,505.53K,58.63% 롱포지션,+0.006%,-0.002%,-0.001%,18.40%,11.06B,137.20K,"$80,649.43","119,395,000",1473.05,+0.537%,,,,,
2026-05-13 09:00,2차(09:00),정산_기준,1시간,49.15%,50.85%,3.35M,2.65M,700.47K,79.11% 롱포지션,+0.005%,-0.001%,-0.001%,18.40%,11.03B,137.09K,"$80,521.46","119,276,000",1473.05,+0.605%,,,,,
2026-05-13 09:00,2차(09:00),정산_기준,4시간,49.86%,50.14%,13.30M,5.81M,7.50M,56.35% 숏포지션,+0.005%,-0.001%,-0.001%,18.40%,11.03B,137.09K,"$80,521.46","119,276,000",1473.05,+0.605%,,,,,
2026-05-13 09:00,2차(09:00),정산_기준,12시간,49.86%,50.14%,161.57M,127.89M,33.68M,79.16% 롱포지션,+0.005%,-0.001%,-0.001%,18.40%,11.03B,137.09K,"$80,521.46","119,276,000",1473.05,+0.605%,,,,,
2026-05-13 09:00,2차(09:00),정산_기준,24시간,49.82%,50.18%,275.89M,229.38M,46.51M,83.14% 롱포지션,+0.005%,-0.001%,-0.001%,18.40%,11.03B,137.09K,"$80,521.46","119,276,000",1473.05,+0.605%,,,,,
2026-05-13 09:30,2차(09:00),정산_30분후,1시간,50.06%,49.94%,5.72M,3.61M,2.12M,63.04% 롱포지션,+0.006%,0.000%,+0.005%,18.41%,11.06B,137.07K,"$80,664.71","119,523,000",1490.2,-0.551%,,,,,
2026-05-13 10:00,2차(09:00),정산_1시간후,1시간,50.08%,49.92%,3.95M,1.93M,2.02M,51.1% 숏포지션,+0.005%,0.000%,-0.002%,18.39%,11.05B,136.93K,"$80,723.64","119,624,000",1490.2,-0.486%,,,,,
2026-05-13 12:00,-,일반,1시간,50.31%,49.69%,4.72M,1.11M,3.61M,76.48% 숏포지션,+0.005%,+0.002%,+0.001%,18.49%,11.12B,137.31K,"$81,047.08","120,041,000",1490.2,-0.550%,,,,,
2026-05-13 14:00,-,일반,1시간,50.38%,49.62%,3.19M,476.81K,2.71M,85.04% 숏포지션,+0.006%,+0.003%,+0.003%,18.47%,11.17B,137.59K,"$81,239.41","120,126,000",1490.2,-0.713%,,,,,
2026-05-13 16:00,3차(17:00),정산_1시간전,1시간,50.02%,49.98%,1.70M,720.38K,978.74K,57.6% 숏포지션,+0.006%,+0.004%,+0.005%,18.52%,11.15B,137.76K,"$81,020.2","119,795,000",1490.2,-0.737%,,,,,
2026-05-13 16:30,3차(17:00),정산_30분전,1시간,50.4%,49.6%,1.94M,1.30M,640.06K,67.04% 롱포지션,+0.005%,+0.004%,+0.005%,18.51%,11.14B,137.65K,"$80,906.2","119,657,000",1490.2,-0.715%,,,,,
2026-05-13 17:00,3차(17:00),정산_기준,1시간,50.54%,49.46%,3.58M,1.74M,1.84M,51.39% 숏포지션,+0.005%,+0.004%,+0.005%,18.49%,11.12B,137.38K,"$81,033.37","119,798,000",1490.2,-0.763%,,,,,
2026-05-13 17:00,3차(17:00),정산_기준,4시간,50.13%,49.87%,14.03M,7.82M,6.20M,55.78% 롱포지션,+0.005%,+0.004%,+0.005%,18.49%,11.12B,137.38K,"$81,033.37","119,798,000",1490.2,-0.763%,,,,,
2026-05-13 17:00,3차(17:00),정산_기준,12시간,50.16%,49.84%,49.42M,18.79M,30.63M,61.99% 숏포지션,+0.005%,+0.004%,+0.005%,18.49%,11.12B,137.38K,"$81,033.37","119,798,000",1490.2,-0.763%,,,,,
2026-05-13 17:00,3차(17:00),정산_기준,24시간,50.02%,49.98%,239.21M,178.43M,60.78M,74.59% 롱포지션,+0.005%,+0.004%,+0.005%,18.49%,11.12B,137.38K,"$81,033.37","119,798,000",1490.2,-0.763%,,,,,
2026-05-13 17:30,3차(17:00),정산_30분후,1시간,49.98%,50.02%,4.85M,1.51M,3.34M,68.78% 숏포지션,+0.005%,+0.004%,+0.001%,18.47%,11.13B,137.29K,"$81,029.4","119,859,000",1490.2,-0.668%,,,,,
2026-05-13 18:00,3차(17:00),정산_1시간후,1시간,50.05%,49.95%,6.31M,1.13M,5.18M,82.16% 숏포지션,+0.005%,+0.004%,+0.004%,18.48%,11.15B,137.39K,"$81,209.56","120,000,000",1490.2,-0.805%,,,,,
2026-05-13 20:00,-,일반,1시간,50.06%,49.94%,8.11M,5.85M,2.25M,72.22% 롱포지션,+0.004%,+0.007%,+0.009%,18.44%,11.09B,137.21K,"$80,795.68","119,516,000",1490.2,-0.749%,,,,,
2026-05-13 22:00,-,일반,1시간,49.74%,50.26%,66.01M,63.36M,2.65M,95.98% 롱포지션,+0.002%,+0.008%,+0.005%,18.20%,10.95B,136.63K,"$80,223.03","118,877,000",1490.2,-0.575%,,,,,
2026-05-14 00:00,1차(01:00),정산_1시간전,1시간,49.76%,50.24%,26.42M,23.65M,2.77M,89.5% 롱포지션,+0.001%,+0.008%,-0.001%,18.02%,10.89B,136.57K,"$79,819.58","118,467,000",1490.2,-0.353%,,,,,
2026-05-14 00:30,1차(01:00),정산_30분전,1시간,51.05%,48.95%,37.70M,35.50M,2.20M,94.17% 롱포지션,+0.002%,+0.008%,-0.002%,17.97%,10.85B,136.94K,"$79,250.38","117,977,000",1490.2,-0.069%,,,,,
2026-05-14 01:00,1차(01:00),정산_기준,1시간,50.16%,49.84%,108.99M,107.25M,1.74M,98.4% 롱포지션,+0.002%,+0.009%,-0.001%,17.91%,10.83B,137.23K,"$78,912.17","117,648,000",1490.2,-0.055%,,,,,
2026-05-14 01:00,1차(01:00),정산_기준,4시간,49.82%,50.18%,260.83M,252.36M,8.47M,96.75% 롱포지션,+0.002%,+0.009%,-0.001%,17.91%,10.83B,137.23K,"$78,912.17","117,648,000",1490.2,-0.055%,,,,,
2026-05-14 01:00,1차(01:00),정산_기준,12시간,49.89%,50.11%,307.13M,277.90M,29.24M,90.48% 롱포지션,+0.002%,+0.009%,-0.001%,17.91%,10.83B,137.23K,"$78,912.17","117,648,000",1490.2,-0.055%,,,,,
2026-05-14 01:00,1차(01:00),정산_기준,24시간,50.02%,49.98%,383.43M,314.89M,68.54M,82.13% 롱포지션,+0.002%,+0.009%,-0.001%,17.91%,10.83B,137.23K,"$78,912.17","117,648,000",1490.2,-0.055%,,,,,
2026-05-14 01:30,1차(01:00),정산_30분후,1시간,49.51%,50.49%,82.45M,80.06M,2.40M,97.09% 롱포지션,+0.002%,+0.010%,+0.008%,17.81%,10.89B,137.95K,"$79,066.86","117,684,000",1490.2,-0.069%,,,,,
2026-05-14 02:00,1차(01:00),정산_1시간후,1시간,49.35%,50.65%,55.02M,50.52M,4.50M,91.82% 롱포지션,+0.002%,+0.010%,+0.008%,17.83%,10.90B,137.93K,"$79,092.74","117,914,000",1490.2,-0.056%,,,,,
2026-05-14 04:00,-,일반,1시간,50.61%,49.39%,7.11M,1.33M,5.78M,81.28% 숏포지션,0.000%,+0.007%,+0.005%,17.98%,10.94B,137.40K,"$79,600.62","118,332,000",1490.2,-0.188%,,,,,
2026-05-14 06:00,-,일반,1시간,50.09%,49.91%,1.80M,862.81K,936.29K,52.04% 숏포지션,0.000%,+0.006%,+0.004%,18.00%,10.92B,137.13K,"$79,701.14","118,591,000",1490.2,-0.112%,,,,,
2026-05-14 08:00,2차(09:00),정산_1시간전,1시간,49.81%,50.19%,3.37M,2.96M,412.04K,87.78% 롱포지션,+0.002%,+0.006%,+0.006%,18.05%,10.85B,136.71K,"$79,446.34","118,100,000",1490.2,-0.248%,,,,,
2026-05-14 08:30,2차(09:00),정산_30분전,1시간,48.92%,51.08%,1.41M,279.87K,1.13M,80.15% 숏포지션,+0.003%,+0.007%,+0.005%,18.06%,10.87B,136.87K,"$79,358.19","117,887,000",1490.2,-0.271%,,,,,
2026-05-14 09:00,2차(09:00),정산_기준,1시간,49.34%,50.66%,1.11M,295.39K,815.00K,73.4% 숏포지션,+0.004%,+0.007%,+0.005%,18.08%,10.85B,136.91K,"$79,418.76","117,995,000",1490.2,-0.203%,,,,,
2026-05-14 09:00,2차(09:00),정산_기준,4시간,49.78%,50.22%,11.49M,9.00M,2.50M,78.27% 롱포지션,+0.004%,+0.007%,+0.005%,18.08%,10.85B,136.91K,"$79,418.76","117,995,000",1490.2,-0.203%,,,,,
2026-05-14 09:00,2차(09:00),정산_기준,12시간,50.04%,49.96%,306.52M,280.45M,26.07M,91.5% 롱포지션,+0.004%,+0.007%,+0.005%,18.08%,10.85B,136.91K,"$79,418.76","117,995,000",1490.2,-0.203%,,,,,
2026-05-14 09:00,2차(09:00),정산_기준,24시간,50.08%,49.92%,375.45M,311.69M,63.77M,83.02% 롱포지션,+0.004%,+0.007%,+0.005%,18.08%,10.85B,136.91K,"$79,418.76","117,995,000",1490.2,-0.203%,,,,,
2026-05-14 09:30,2차(09:00),정산_30분후,1시간,50.9%,49.1%,1.89M,599.75K,1.29M,68.28% 숏포지션,+0.005%,+0.007%,+0.004%,18.07%,10.87B,136.90K,"$79,513.25","118,153,000",1489.64,-0.236%,,,,,
2026-05-14 10:00,2차(09:00),정산_1시간후,1시간,50.96%,49.04%,4.61M,1.37M,3.24M,70.34% 숏포지션,+0.006%,+0.007%,+0.004%,18.06%,10.89B,136.87K,"$79,576.03","118,260,000",1489.64,-0.225%,,,,,
2026-05-14 12:00,-,일반,1시간,49.67%,50.33%,7.71M,6.91M,806.83K,89.54% 롱포지션,+0.007%,+0.005%,+0.006%,18.11%,10.86B,136.90K,"$79,326.63","117,842,000",1489.64,-0.278%,,,,,
2026-05-14 14:00,-,일반,1시간,48.4%,51.6%,5.29M,3.61M,1.68M,68.27% 롱포지션,+0.006%,+0.005%,+0.004%,18.10%,10.85B,136.67K,"$79,414.95","117,892,000",1489.64,-0.291%,,,,,
2026-05-14 16:00,3차(17:00),정산_1시간전,1시간,48.91%,51.09%,3.04M,1.93M,1.11M,63.55% 롱포지션,+0.004%,+0.005%,+0.003%,18.11%,10.85B,135.95K,"$79,832.96","118,426,000",1489.64,-0.394%,,,,,
2026-05-14 16:30,3차(17:00),정산_30분전,1시간,49.15%,50.85%,3.50M,2.69M,804.84K,76.98% 롱포지션,+0.004%,+0.005%,+0.003%,18.13%,10.86B,136.13K,"$79,800.66","118,405,000",1489.64,-0.371%,,,,,
2026-05-14 17:00,3차(17:00),정산_기준,1시간,49.65%,50.35%,2.65M,1.79M,860.74K,67.49% 롱포지션,+0.003%,+0.004%,+0.002%,18.13%,10.86B,136.10K,"$79,753.31","118,416,000",1489.64,-0.263%,,,,,
2026-05-14 17:00,3차(17:00),정산_기준,4시간,49.52%,50.48%,21.22M,6.78M,14.45M,68.07% 숏포지션,+0.003%,+0.004%,+0.002%,18.13%,10.86B,136.10K,"$79,753.31","118,416,000",1489.64,-0.263%,,,,,
2026-05-14 17:00,3차(17:00),정산_기준,12시간,49.72%,50.28%,72.87M,49.67M,23.20M,68.16% 롱포지션,+0.003%,+0.004%,+0.002%,18.13%,10.86B,136.10K,"$79,753.31","118,416,000",1489.64,-0.263%,,,,,
2026-05-14 17:00,3차(17:00),정산_기준,24시간,49.88%,50.12%,400.36M,339.13M,61.23M,84.71% 롱포지션,+0.003%,+0.004%,+0.002%,18.13%,10.86B,136.10K,"$79,753.31","118,416,000",1489.64,-0.263%,,,,,
2026-05-14 17:30,3차(17:00),정산_30분후,1시간,49.63%,50.37%,3.50M,2.20M,1.31M,62.7% 롱포지션,+0.002%,+0.004%,+0.005%,18.16%,10.88B,136.41K,"$79,778.6","118,452,000",1489.64,-0.321%,,,,,
2026-05-14 18:00,3차(17:00),정산_1시간후,1시간,50.93%,49.07%,3.09M,1.90M,1.19M,61.63% 롱포지션,+0.002%,+0.003%,+0.002%,18.17%,10.88B,136.37K,"$79,874.96","118,542,000",1489.64,-0.311%,,,,,
2026-05-14 20:00,-,일반,1시간,49.62%,50.38%,2.34M,772.57K,1.57M,67.03% 숏포지션,0.000%,+0.005%,+0.004%,18.16%,10.84B,136.27K,"$79,569.04","118,100,000",1489.64,-0.328%,,,,,
2026-05-14 22:00,-,일반,1시간,50.54%,49.46%,10.64M,4.01M,6.63M,62.34% 숏포지션,+0.001%,+0.008%,+0.004%,18.11%,10.81B,135.64K,"$79,715.18","118,314,000",1489.64,-0.362%,,,,,
2026-05-15 00:00,1차(01:00),정산_1시간전,1시간,51%,49%,34.76M,3.19M,31.57M,90.83% 숏포지션,+0.004%,+0.005%,+0.003%,18.62%,11.20B,138.36K,"$81,132.25","119,956,000",1489.64,-0.680%,,,,,
2026-05-15 00:30,1차(01:00),정산_30분전,1시간,50.74%,49.26%,33.71M,1.48M,32.23M,95.6% 숏포지션,+0.004%,+0.003%,+0.002%,18.74%,11.33B,139.95K,"$81,033.97","119,895,000",1489.64,-0.677%,,,,,
2026-05-15 01:00,1차(01:00),정산_기준,1시간,51.12%,48.88%,16.92M,1.93M,15.00M,88.61% 숏포지션,+0.004%,+0.001%,0.000%,18.82%,11.42B,140.48K,"$81,441","120,398,000",1489.64,-0.754%,,,,,
2026-05-15 01:00,1차(01:00),정산_기준,4시간,50.72%,49.28%,87.40M,19.42M,67.98M,77.78% 숏포지션,+0.004%,+0.001%,0.000%,18.82%,11.42B,140.48K,"$81,441","120,398,000",1489.64,-0.754%,,,,,
2026-05-15 01:00,1차(01:00),정산_기준,12시간,50.21%,49.79%,121.31M,35.01M,86.30M,71.14% 숏포지션,+0.004%,+0.001%,0.000%,18.82%,11.42B,140.48K,"$81,441","120,398,000",1489.64,-0.754%,,,,,
2026-05-15 01:00,1차(01:00),정산_기준,24시간,50.14%,49.86%,196.03M,90.65M,105.37M,53.75% 숏포지션,+0.004%,+0.001%,0.000%,18.82%,11.42B,140.48K,"$81,441","120,398,000",1489.64,-0.754%,,,,,
2026-05-15 01:30,1차(01:00),정산_30분후,1시간,50.6%,49.4%,27.52M,2.05M,25.47M,92.55% 숏포지션,+0.003%,-0.001%,-0.014%,18.94%,11.58B,142.06K,"$81,559.37","120,422,000",1489.64,-0.842%,,,,,
2026-05-15 02:00,1차(01:00),정산_1시간후,1시간,50.31%,49.69%,24.43M,4.04M,20.39M,83.46% 숏포지션,+0.001%,-0.004%,-0.017%,18.93%,11.55B,142.25K,"$81,857.39","120,698,000",1489.64,-0.888%,,,,,
2026-05-15 04:00,-,일반,1시간,50.42%,49.58%,14.08M,3.03M,11.04M,78.46% 숏포지션,-0.005%,-0.006%,-0.016%,19.06%,11.81B,144.70K,"$81,569.52","120,251,000",1489.64,-1.002%,,,,,
2026-05-15 06:00,-,일반,1시간,50.8%,49.2%,5.27M,4.61M,654.44K,87.57% 롱포지션,-0.008%,-0.004%,-0.015%,19.10%,11.76B,144.59K,"$81,436.65","120,109,000",1489.64,-0.898%,,,,,
2026-05-15 08:00,2차(09:00),정산_1시간전,1시간,50.79%,49.21%,1.74M,448.89K,1.29M,74.25% 숏포지션,-0.005%,+0.002%,-0.007%,19.01%,11.77B,144.58K,"$81,406.68","120,376,000",1489.64,-0.695%,,,,,
2026-05-15 08:30,2차(09:00),정산_30분전,1시간,51.38%,48.62%,2.47M,1.79M,687.06K,72.23% 롱포지션,-0.005%,+0.003%,-0.007%,19.04%,11.75B,144.54K,"$81,344.52","120,119,000",1489.64,-0.820%,,,,,
2026-05-15 09:00,2차(09:00),정산_기준,1시간,51.16%,48.84%,10.04M,9.65M,392.61K,96.09% 롱포지션,-0.004%,+0.004%,-0.006%,19.08%,11.71B,144.51K,"$81,104.28","119,850,000",1489.64,-0.739%,,,,,
2026-05-15 09:00,2차(09:00),정산_기준,4시간,50.56%,49.44%,18.70M,15.37M,3.33M,82.18% 롱포지션,-0.004%,+0.004%,-0.006%,19.08%,11.71B,144.51K,"$81,104.28","119,850,000",1489.64,-0.739%,,,,,
2026-05-15 09:00,2차(09:00),정산_기준,12시간,50.62%,49.38%,180.00M,51.82M,128.18M,71.21% 숏포지션,-0.004%,+0.004%,-0.006%,19.08%,11.71B,144.51K,"$81,104.28","119,850,000",1489.64,-0.739%,,,,,
2026-05-15 09:00,2차(09:00),정산_기준,24시간,50.28%,49.72%,253.75M,101.03M,152.72M,60.19% 숏포지션,-0.004%,+0.004%,-0.006%,19.08%,11.71B,144.51K,"$81,104.28","119,850,000",1489.64,-0.739%,,,,,
